"codice_fiscale","nome","cognome","telefono"
PUDQLI43I00ZXK9I,Maristella,Galli,+39 20 28663718
KGTKOL30G35SWR4B,Antimo,Mazza,+39 4517 06767708
ZLSOUI33G10VRS3J,Secondo,Ruggiero,+39 8263 2913722
MKBVVB50I52GYC7P,Erminio,Mariani,+39 6637 68281453
EVFYJL46D17TSJ8S,Fernando,Neri,+39 4343 91096257
GCVNUL39W09PEO8B,Davis,D'angelo,+39 7539 65102468
XNUFUR91M12LOZ4B,Ilario,Ferraro,+39 8993 4467587
TSGMYP84V15SON8G,Primo,Greco,+39 554 05238685
JCOUKV20A48SAD9X,Erminio,Ferrari,+39 9556 2363430
VVOBVX86N57AXD9E,Artemide,Basile,+39 799 1304451
WPTCNT87F75SCV8H,Marzio,Lombardo,+39 623 1591470
KHKIPZ64P10CRT1G,Umberto,Russo,+39 75 4689019
CKCMAO68P22SZN1N,Cleopatra,Silvestri,+39 53 7361192
ZERXMB83I77GIG7V,Tazio,Cattaneo,+39 436 49 25 8021
NVEMXY78H17DRG7L,Amos,Benedetti,+39 0356 2734202
ELMOKZ65H17QUD9M,Zaccaria,Conte,+39 002 4048697
YVZDMX83Z37YTT2N,Osvaldo,Parisi,+39 76 6286107
ITHWGV44H03NMT7P,Domingo,Lombardi,+39 837 57 24 1872
CBIEIF69J04LKJ3Z,Loredana,Barbieri,+39 289 05 64 3166
CCVDJR35M30QXJ4O,Battista,Farina,+39 890 2490169
WSLLOP58P97TDC0D,Marieva,Ricci,+39 37 88155094
LHTQXB60B42DZL0M,Joshua,Damico,+39 47 4028981
OBEMUT65G78QWY8I,Loris,Esposito,+39 03 57279166
JDRJYE90Z75KMK9E,Dante,Rizzo,+39 0093 0987588
DPAMKR29K69LMD5S,Pierfrancesco,Bellini,+39 16 13562813
UXIEOS26F12BAU8K,Sue,ellen Parisi,+39 62 19091776
GKRABK12B88BJS1L,Lino,Barone,+39 5371 2184890
EVEXBJ87D52INQ0S,Damiana,Sartori,+39 0876 60506609
HEFZZP90H84HML0N,Luigi,Negri,+39 54 41037547
TVBDXO92C01RXN7R,Sesto,Negri,+39 0609 61359196
ITVYKI36O95LQJ1R,Ivonne,Battaglia,+39 685 9380616
QSGBJD88A28ACP8L,Folco,Sorrentino,+39 465 3131337
FFZWBZ57M08EIX1P,Maristella,Messina,+39 54 5637379
KGCHHR14Q08UFP2T,Laerte,Russo,+39 387 7574383
CCZJXV65Z52CFF1A,Isira,Marchetti,+39 4586 9577973
EFCAZS78X03NPA0W,Marino,Vitali,+39 39 5524215
DLVQBQ31S75ICK2O,Osea,Barone,+39 4707 26119965
BPDXBE17G73FLX6V,Vienna,Carbone,+39 21 96350926
SQXVMV00U24XXP5C,Demi,Caputo,+39 7950 46572692
ANTSJB62N84QYU9I,Bortolo,Pagano,+39 1083 44240909
NORFRJ94Y91XIL9G,Nico,Pagano,+39 619 76377078
JHMDAT72B83ZJA8D,Secondo,Palumbo,+39 100 35618056
SJBUXS34T17TPS2U,Ilario,Leone,+39 3908 3147445
HEYJJK35B07LUD7D,Violante,Martini,+39 978 71946894
WIWCSU88O51YFN1B,Quasimodo,Caputo,+39 860 84956579
XZBMRG10Z69TQC1A,Filomena,Mariani,+39 888 1700079
ULYMNV06E01VSY0U,Isira,Martini,+39 2128 84771958
FDJHAT85U62DZZ1D,Cleros,Montanari,+39 49 62327697
UWISAX12B35OTQ5S,Irene,Silvestri,+39 8141 0795810
IXQTHW57B81IDP3J,Nabil,Mazza,+39 7524 6974482
ZEMTIM46S60FKP8Z,Cesidia,Giuliani,+39 062 0406164
ZUQGYR98U25JXR7K,Kris,Ferraro,+39 104 91 94 4548
YLTIQV02Q55UAS4U,Samira,Sanna,+39 895 2482470
YTCLSL61B33VJS0T,Prisca,Moretti,+39 924 05 27 7870
GTXXWT88V63SZF0R,Osea,Lombardo,+39 007 1316094
URXNER44O05EUR2V,Evangelista,Silvestri,+39 606 8891495
RXBJYE62O57OOZ4V,Samira,Bianchi,+39 24 7741295
SXSDLV56I41XZR3L,Tristano,Palmieri,+39 370 7144188
SWXKHV06D48EIF6I,Maristella,De rosa,+39 151 17 42 5254
JVRVQK75F44RRL0B,Fiorenzo,Ferrara,+39 102 61 20 0478
FTKECR60G89YGD7J,Fiorentino,Negri,+39 034 9590093
AQAVKF10J76NCZ4X,Costantino,Conti,+39 4447 44203233
AJVGPE91I69DDB7O,Diana,Ferrari,+39 9724 2284062
NNENSG11X14QLV5M,Arduino,Morelli,+39 414 71828997
BGQXZS64R00MCQ8C,Mariagiulia,Benedetti,+39 397 01132591
YOXZSA17T06FOG8K,Claudia,Rizzo,+39 619 7407092
CNKVUP44D73CVI4H,Ariel,Serra,+39 7135 0078389
AVNCSY92V60DPO9D,Aaron,Bianchi,+39 2679 9594471
NJLAYP18Y84PGU3E,Patrizio,Rossi,+39 37 52580667
HTBQME90N80QXL3Y,Gianantonio,Monti,+39 159 2923517
CWJEME73N35LPM5E,Samira,Mazza,+39 660 6790702
ENGENW71B25OQB2E,Ausonio,Martinelli,+39 336 86 85 3347
PGGXLK07O51QKO4D,Egidio,Silvestri,+39 7747 4745944
ABCZNJ73Y31WUT9J,Carlo,Pellegrino,+39 14 9404547
SJWNTP04G47VCF2H,Egidio,Silvestri,+39 3587 32205761
BYMEYJ82X51YBW6I,Miriam,Valentini,+39 71 36964665
GMZADH51U29BBU0H,Kristel,Riva,+39 679 71 87 0553
UAVHLK43I78AXF2A,Nico,Longo,+39 9430 82550356
XCTYXM22C85IPV3N,Vitalba,Grassi,+39 022 39654952
IIIJGW29T60GAE0K,Helga,Montanari,+39 193 67 62 9857
NNTJEF10B81FHT6A,Trevis,Bernardi,+39 75 03456561
OXMWVA45C66CAV8I,Arduino,Russo,+39 2133 2741729
WTHPCF92M93QLI8T,Piccarda,Moretti,+39 576 6528179
RDROZU30S48NZX7Z,Jacopo,Giuliani,+39 21 3761527
JKQCUI27S35VRB1H,Dimitri,Conte,+39 9119 5281102
BBTHTQ80L06GDB1A,Dante,Fabbri,+39 747 25931653
PLGMKG86X04QBF8Z,Cleopatra,Gentile,+39 5764 1515084
EIYAKH79P95ZNN2T,Diana,Gentile,+39 62 39944314
CFERAP31N10UGT9A,Mercedes,Costa,+39 94 73086075
AQVMIB38F94FHA8E,Giulietta,Ruggiero,+39 4131 67070344
OXKFSK56G65SPD3Q,Liborio,Pellegrino,+39 311 52334220
ZNQVCD17T86BLX8M,Assia,Guerra,+39 777 51 14 7874
YSDWJG78Q38MLD3A,Irene,Bianchi,+39 072 22223127
JFZSMX24D69UPF0W,Luigi,Lombardi,+39 210 60915792
IIQWOD08J53XFX5Y,Genziana,Testa,+39 43 3214230
CDZEGH83T58ZFJ5N,Tristano,Ferraro,+39 684 18 40 2467
SCPPWX23Z66GOH1M,Alan,Grassi,+39 3600 0313786
EGHDZD65L63BGX7T,Marino,Lombardi,+39 046 31 49 5631
IYLVBV15D06UTO0E,Azue,Marchetti,+39 376 46983664
PASTXZ38T40IAW4C,Joey,Valentini,+39 91 10447283
CCCGEY91X96IFX2T,Furio,Farina,+39 8867 76596217
EXPHFL90B69JEY6N,Marco,Greco,+39 166 84609039
HYNFPJ50U26FFV4O,Tommaso,Sanna,+39 934 60211196
URYIFM18A12RRG4H,Gelsomina,Lombardo,+39 6162 57648933
SZQFGZ75W65SMY6F,Vania,Ferri,+39 09 7466541
JSLKAR76C44SOR9D,Danny,Bianco,+39 35 0619406
USTACK39I57HOH9W,Nabil,Romano,+39 2822 55682653
NEFYLS77H77GTF5Y,Tommaso,Fiore,+39 759 85558595
ASNVTN02J81JID9B,Gelsomina,Russo,+39 185 64088735
VTRMCS37S13JGR9N,Ninfa,D'angelo,+39 48 2628379
YWSEQQ99R77UKX8B,Loredana,Ferri,+39 895 2655333
FUHSKS19Z47VMK9X,Dimitri,Ferrari,+39 110 16 16 9727
UPVCSH49F27SUB3H,Enzo,Palmieri,+39 2667 11564614
DCNTXA60R98MKR4T,Sue,ellen Rinaldi,+39 18 6622024
VFXKXT36F68ZOR1W,Nazzareno,Marchetti,+39 819 57196763
PKHXNZ22K29QRF8V,Mattia,Piras,+39 237 93632461
EWCEWH39N04CRC7E,Clodovea,Marchetti,+39 876 00 91 4056
SMQHBR73O93SEB7I,Guido,Vitali,+39 34 2441680
ECBAMA34I42MPF3L,Mirco,Giuliani,+39 438 87 92 5440
XNQHIY39F50UMX9O,Michele,Coppola,+39 09 05107091
ZBFURC60T97XTY9A,Carmela,Moretti,+39 414 5946326
WRDVRB56U97TPI2R,Selvaggia,Farina,+39 9814 02595577
MMZYVD23X10VZJ2S,Isira,Pellegrini,+39 9671 6584601
NQRMPP67Y32EQQ5G,Vania,Testa,+39 634 0957187
LKONSK69Y04LOT5L,Gianmaria,Guerra,+39 33 89286757
FHLFGC11U62BVA3M,Antimo,Morelli,+39 625 3712642
ARCFKR52U49FME5A,Liborio,Rossetti,+39 309 78 72 1296
CAYLNL43Y08KRD1S,Vitalba,Benedetti,+39 6691 5009911
XHFIMS98P85FDB3L,Cleopatra,Barone,+39 931 1175129
BSTBND78O19FNC8T,Manuele,D'angelo,+39 205 20 61 3653
NIYSIR87I34TQP2B,Bortolo,Ruggiero,+39 9074 7815411
OKFMOW51H40WWT7C,Lucia,Galli,+39 7886 2075657
TRTHVW87H24SNB1A,Elio,Giordano,+39 6571 0446346
EETIPA62L46GID8T,Guido,Martini,+39 1746 8373349
UJFHPV46N46CIC3Q,Tazio,Barbieri,+39 91 4957786
QBYOSF02X94MXV6T,Donatella,Battaglia,+39 399 28225051
PBLWTI99O83XJL3H,Domiziano,Damico,+39 78 6416630
JPDRYM54D19UNY2E,Guendalina,Negri,+39 698 62476817
ZEYUKU61K67PQW3T,Orfeo,Vitali,+39 219 7788047
CBWLBX62Z61AOY4V,Luce,Parisi,+39 2548 3592436
BFXQYU20W22BFD3U,Rosalba,Carbone,+39 9821 76156950
VXDSVG70C36VHH7R,Kociss,Ricci,+39 2667 1697638
NHEUKK46G56EMN0H,Shaira,Giuliani,+39 1440 00651087
WPNBER64M23BTP3Q,Vania,Vitali,+39 3542 22387242
GTQSBH79H73KUC3F,Audenico,Silvestri,+39 13 55846445
KZZFDE69D07VIR7E,Enzo,Villa,+39 77 26201388
UQVYAI49R37QBD5T,Concetta,Bellini,+39 6268 68698180
QAITLC53H66VCU3N,Piererminio,Palmieri,+39 6012 92155181
QKOXOS75W37YSC6N,Renzo,Gentile,+39 2971 2603118
NCYDLA22M59XSG1F,Gianantonio,Caruso,+39 216 37 02 5857
NJMHPG43F67QNW8Z,Lidia,Barbieri,+39 7926 9725466
JGZFGT85H10WGA4P,Giorgio,Parisi,+39 495 39 78 9121
FRAHVY25V12NCT3K,Lia,Bianchi,+39 589 36 58 2396
RGNPPI29Y32MDV7S,Donatella,Orlando,+39 191 3852279
FNFTTI36B56OVL1G,Bernardo,Palmieri,+39 02 53862110
UEXYUC80Y87DYE4I,Ione,Farina,+39 382 2114342
RCNBJP62F35AEI4E,Arcibaldo,Leone,+39 18 0019237
DSEMBJ35D85JPO8J,Matilde,Valentini,+39 936 46 92 3209
FSEANA83A80ZNP9C,Olimpia,Orlando,+39 1096 74555819
UCESJH32F53GJN1H,Rufo,Longo,+39 1866 3054402
WRPXLY78M92GWY2R,Lidia,Conte,+39 9729 9045792
WQBOHI27P48RXQ7F,Sabatino,Montanari,+39 7786 5651365
WMXGEZ30M84NRV0E,Maristella,Bianchi,+39 44 2370096
CSSMUW34Z14FOC1W,Gavino,Rizzi,+39 9397 24517550
KAPNSH13I34BOH5A,Selvaggia,D'amico,+39 4931 9671811
UEHQJN54E69BVB4K,Mattia,Milani,+39 22 3304367
OQRYFS41T96XYQ9R,Fiorenzo,Ferri,+39 4062 21036515
RUQYNZ07I00KXK8D,Selvaggia,Sala,+39 78 00834760
DYDOXX61N46ZNJ3H,Vinicio,Palumbo,+39 456 0180281
XBBFSV09U00MUH9S,Violante,Riva,+39 88 35225301
XRPTRS39H95FRZ3Y,Jelena,Rinaldi,+39 87 91806822
VCKZHV94N48LJU4F,Elio,Ruggiero,+39 78 9230214
IIXWSD64C10RLK2B,Serse,Gatti,+39 11 96545920
IJEFEU13Z71VFN3J,Sibilla,Ferri,+39 8984 67826561
RVSQCQ28B54JKQ7V,Odino,Ricci,+39 63 4669811
QCSEOY62W31ZPF3P,Antimo,Pellegrino,+39 987 86478532
FOJVQI60M10YYF0Y,Antonino,Barone,+39 35 72839939
TNPDIN24D69ZCY5S,Manuele,Silvestri,+39 04 4859002
SLDWHH04R57CBA2S,Mirco,Damico,+39 1272 64580970
BZFYQG99Q34XEE9S,Karim,Costa,+39 379 46 18 0335
TSBXXJ45T80PGL2E,Kai,Ferrari,+39 48 8346746
YYXOYX74M43MVJ5G,Gianmaria,Silvestri,+39 6128 79786751
JOPVMA18H22VXR7O,Lisa,Bernardi,+39 17 5042278
BJMGOK03D99UOL4T,Alessio,Pellegrino,+39 29 5998362
ZRGAYT39D82DSN6U,Sesto,Montanari,+39 8990 32737093
DAHSAZ19R71OEU6U,Giobbe,Mariani,+39 4773 9557039
MGTOSZ88M48NPX5G,Cleros,Fontana,+39 14 33690382
GIEUKE89B83GKW5J,Olimpia,Martini,+39 070 76592111
XZXDOK50T23FFY8W,Cleopatra,Sartori,+39 7956 3089973
HSJIPP11R58VYA4K,Nayade,Vitali,+39 0865 39781335
XEGMKN78S30ZUP8V,Sebastian,Ferrari,+39 896 35083809
RSVJGN24A66MRJ8Y,Isabel,Giordano,+39 011 00108907
XDJWMU72H12DWR4N,Modesto,Serra,+39 00 4363500
HUZEHH55M61ZGH1R,Modesto,Mancini,+39 486 7258507
IDGMSF61O65QHI0R,Artemide,Negri,+39 318 76 81 4013
JYOXBM39K07ZXB3T,Piersilvio,Vitali,+39 26 0506210
IEMRAF92R38OLK3B,Harry,Gallo,+39 33 88543751
AINXWF07Y46AWN7X,Claudia,De Angelis,+39 0235 89304324
GLTSEL76G97XPJ0H,Maggiore,Fabbri,+39 38 16018484
JTVVHG55G63JJD7X,Jacopo,Sanna,+39 715 9562791
HPFWTL86B41AOW7F,Max,Romano,+39 339 70859334
ZAJWBV20X61SMI7S,Ortensia,Greco,+39 8185 35841927
PGSMBA66I56RNS1J,Noel,Orlando,+39 354 6244115
ADYODC75Q58LFX8D,Pericle,Donati,+39 45 7057925
NCXNCL28Y65KCB2N,Armando,Serra,+39 876 65210585
XTXMTR96U35RWR8J,Armando,Mancini,+39 6765 97522561
EIFNME09M71LUP6Q,Ciro,Sanna,+39 905 40654999
SKQIAB05W09OOJ5G,Costantino,Lombardo,+39 442 26187583
DPIEPF12K85ZMB3M,Bortolo,Lombardo,+39 861 46 46 7450
ISPTGJ55Z29NIK8N,Clodovea,D'angelo,+39 992 34 97 5936
QYDFWF87Y03JWW7C,Radio,Mariani,+39 95 32905903
MZJPMB43T25FRR8I,Gastone,Grassi,+39 4916 89359286
HGPXVD37H40WHF8R,Helga,Testa,+39 104 0490070
ASSLTV62K96ZHH8V,Gavino,Longo,+39 94 1992053
GSHRZC49F28ENV2N,Artes,Mariani,+39 82 9142676
NGFFHQ18V24ZDJ3Y,Valdo,Caputo,+39 86 9291824
PRRSON64Q35WRA4T,Rufo,Valentini,+39 3360 4837558
JMGLAZ84B35UIB2J,Jelena,Martinelli,+39 6986 49292852
HHJUMO87E87BFE4Z,Silverio,Coppola,+39 1900 05706005
SGRTXC88B85OHQ0R,Naomi,Ferri,+39 602 16 90 9076
IHLBSM74O94QPJ1X,Germano,Ferretti,+39 5258 84478676
HBLPFU97W18KXE8U,Augusto,Bianco,+39 5827 6014301
DWDHRJ24R61EMA4B,Marianita,Coppola,+39 8687 04595749
IBQGIP38T30EMZ2N,Ermes,Caputo,+39 1876 04443956
XIPYRJ43K36RLZ2F,Jelena,Sartori,+39 312 30 71 0768
RGLUVQ88D61TAR4Z,Arcibaldo,Giuliani,+39 5353 2697761
LGLDYK49T56JVL5T,Santo,Benedetti,+39 047 8882976
DSJSPO47M73IRQ8H,Mirco,Lombardo,+39 953 88 48 3463
TKUDGX25Y61AJT7Q,Jack,Gallo,+39 14 80866278
KTDURK43O10PHD0G,Muzio,Pellegrino,+39 159 69683980
WWOEQE19B53YGP6J,Marvin,Donati,+39 3192 9471617
IKKOAL22X73IJE1I,Ausonio,Mariani,+39 3848 1916842
BKLBLP75S12FLZ3P,Carlo,Costa,+39 3860 33097831
MAKPGU84X85VUY7A,Ubaldo,Villa,+39 78 7069499
RTHOKI02Y58ARB5L,Cosetta,Rizzi,+39 23 2973832
FWKONV56S20UJZ2G,Manuele,Palumbo,+39 792 5305146
PRSQCF17S30TDK8N,Pablo,Donati,+39 964 92 52 6503
MYXKNF69Q32MYT2B,Lucia,Bernardi,+39 874 48046789
BWIOXV21N32QCV1E,Miriam,Costa,+39 0375 1080583
HMDQEK73X14QFY6C,Giacinto,De luca,+39 5915 93155053
NJDIMR49V27TKH0K,Gelsomina,D'amico,+39 67 92611665
NLQTEU88H90ZEP2H,Demian,Gatti,+39 909 28030085
YDAQWR80N23HVS3T,Sabino,Silvestri,+39 8670 8661552
XUFAAA70W34OWZ7K,Vinicio,Ferrara,+39 48 33248433
DTSSNB47Q21HNE9L,Danthon,Sartori,+39 414 3124856
XXTCGI56J87CLM4J,Pericle,Amato,+39 626 36058020
SSIAKR46K88FIY9A,Secondo,Lombardi,+39 78 6263205
NGSQWT10Q11AKQ3R,Ciro,Greco,+39 973 96623763
RSKPTK71V47PYT9G,Dindo,Martini,+39 661 6060468
PKBTDO64A08HDV5C,Soriana,Grassi,+39 855 58763210
XWSREU74P06LNT3N,Rebecca,Ferraro,+39 527 29355131
HBHKUR72G94LAC3J,Augusto,Bruno,+39 333 02 96 6016
VTPRFX73L38USL5Q,Miriam,Benedetti,+39 8507 0689969
FVLYFJ29K28CRV2N,Elga,De Angelis,+39 446 0322147
CHSOYJ80X38HHL9U,Prisca,Greco,+39 646 29 15 7294
UICHEP54U04OFN5N,Pierfrancesco,Bianchi,+39 67 19621515
VEHHWB69G75RZO4Q,Ileana,Montanari,+39 03 1868896
OQFBQZ00C54DFV7L,Aaron,Morelli,+39 38 08262693
IMKGDG18L04ZCP4A,Giobbe,Ferrari,+39 1698 45185651
MHBTGU26R40BJA7J,Aaron,Mancini,+39 705 48575302
TTJHCW95V04PDT7A,Cecco,Gallo,+39 3796 1081005
BJKMMK46K48CXI0D,Moreno,Sorrentino,+39 8260 9975931
ETGYCS28K03DET1M,Loretta,Ferretti,+39 532 03092291
KQMKME94A60NWZ5S,Brigitta,Pellegrino,+39 0862 5067111
LNSQXE17M52HPN4L,Nunzia,Parisi,+39 09 39365077
IDJAMP58V30VEZ0M,Arturo,Serra,+39 172 6221982
FHDAVB41I37XRY5J,Giacobbe,Fontana,+39 7463 9174060
CNVXJW21J40YGE7I,Piererminio,Gentile,+39 78 4273830
LGUNBT75D27VAY5R,Karim,Moretti,+39 26 2252115
OGHYJC19V33WCX1X,Ursula,Benedetti,+39 68 2199315
AHFTEO16L64YLJ5K,Lino,Costantini,+39 2682 1236818
QKFYIU02W18DTZ7D,Cosetta,Vitali,+39 057 53 75 3207
CZAHOS31V94ANE7J,Penelope,Riva,+39 30 09002420
QGFTVB09I44LNS9E,Karim,Grasso,+39 064 4500253
YIVJXV77O16CXE9O,Ivonne,Sanna,+39 04 03030705
KIEITY49V38GKJ6G,Cecco,Cattaneo,+39 336 45068426
GNZXBA51R14QMH8A,Ilario,Fabbri,+39 279 91677214
JWUTPE47V05OJU6M,Alessandro,Neri,+39 9121 12699394
QDKTPA22D05CUM1T,Gianantonio,Palmieri,+39 3906 5354599
SEPQOI93K53DHL2B,Tosca,Gatti,+39 569 19 79 6847
OPROSQ84O43LYG8T,Demi,Orlando,+39 589 4602046
UTHLZM86S87RWU8H,Siro,Gentile,+39 87 8893886
ACASIM51O59VJI0Z,Albino,Bellini,+39 11 89076477
HXHYXC71K53HPS4K,Sarita,Vitale,+39 900 9934054
AWEERA51F94NAO2U,Samuel,Valentini,+39 2672 5914723
OUDKRO82A56NAG6F,Mauro,Conte,+39 526 9630397
CLLHYQ25J55FAQ1W,Flavio,Barbieri,+39 09 9962371
TBELRT23F01BTL0H,Nunzia,Rinaldi,+39 679 23795033
KPTYFF54C45EDA7F,Tazio,Santoro,+39 1252 17304251
KWHEBM32G19QSJ5O,Romeo,Carbone,+39 94 7391741
NLHADF58M24WCG2X,Noemi,De Santis,+39 689 85 62 9000
GMXZTR92O87KFZ8I,Folco,Ferri,+39 047 50037407
KAAJEH00M08KHJ8S,Alberto,Martinelli,+39 81 3387261
MUQHDD10Z04SKZ7Q,Loris,Barone,+39 24 7363306
IMWSOJ31C73KRK5D,Mecren,Carbone,+39 759 84548276
SABEFB66R89KIN8I,Nunzia,Vitale,+39 94 17289113
YOXEFV23T24RSW0X,Pierfrancesco,Rizzi,+39 42 73649581
TAFSOI97R36FYF0M,Lucrezia,Lombardi,+39 64 82420423
YWMWXV04S04GKT8G,Celeste,Piras,+39 69 65365113
GBUWDU16D33EWB0X,Pierfrancesco,Lombardi,+39 9060 4742045
OYKSJP87R03MUD7F,Anastasio,Conte,+39 397 48 89 5344
DXGNMM31D19DBH1X,Luigi,Vitali,+39 9437 24169144
XYRADO44D42OOA6J,Costantino,Romano,+39 76 73165809
TNGDLB81O33RLS2N,Nick,Bianchi,+39 50 7016366
EZMWOB35N24PWS9G,Max,Sartori,+39 5099 22581118
CYBSTQ31I12FKM6F,Romeo,Rizzo,+39 75 3910750
HCLSQD40V66HZW6S,Laerte,Martino,+39 3218 72139101
TTGAVO89R45XMP3O,Graziano,Villa,+39 3976 9888480
OSFJYA24E14HMF0L,Omar,Conti,+39 3756 9525749
BEJQAA91S92GIA9Y,Aaron,Palumbo,+39 577 74998753
NQIKVW24Q81TUO6B,Enzo,Benedetti,+39 1090 1867229
OESXXS14B60VZK3M,Ariel,D'angelo,+39 3524 08280231
VEGSHX41M67UXL8L,Morgana,D'angelo,+39 717 9190494
ZIOCIS40P24DZE5M,Evita,Coppola,+39 1655 37689144
CQPKQU21Z67ONR0T,Laerte,Ferrari,+39 32 66627554
QDBKRD19Q37IZJ7X,Arcibaldo,Leone,+39 482 07 37 2931
UBVBPZ20O16ZFX6H,Sabatino,Pellegrino,+39 2982 19263633
FXIYBA89O33OQC4J,Pacifico,De rosa,+39 741 4775505
XVOKWB37F68YMF1E,Ercole,Riva,+39 047 6442275
JIIOEN54Q01BWY3X,Lauro,Morelli,+39 66 95187246
LYSURA37B61PGB9T,Dimitri,Giordano,+39 862 40367491
TNOIOK00N82NFZ5B,Marianita,Romano,+39 099 1435236
ANUCMW71A22RQQ9H,Odone,Damico,+39 7962 81396654
DIBETB29Y86RNC6B,Sasha,Ruggiero,+39 3742 5172063
ZMOXQF49F10LXL9F,Xavier,Ferraro,+39 8822 33657636
WTNRSA00K45UMB0N,Rita,Donati,+39 8920 20328301
ZZKFUO02P78YGZ1N,Elda,Grasso,+39 0402 4162518
KGMFJC88O52OBY3N,Sabino,Ruggiero,+39 6737 14982693
RXBJUQ42Q64UOA8L,Vitalba,Martinelli,+39 9791 6541434
SQKEEV38P34PUJ0G,Flaviana,Marchetti,+39 50 3369621
DQUEXJ81X89VWE7L,Gabriele,Mancini,+39 662 65 86 5756
ILGWWJ23W08TGY1P,Maria,Longo,+39 0229 73122799
AWLNLC69O70OCE7G,Sibilla,Colombo,+39 46 53659426
SAQZSU04F86MAU6C,Patrizio,Barbieri,+39 10 20015553
YLHNIG71G02VIR7K,Erminio,Costa,+39 843 46 24 0844
GYBRLT79V85VUO6V,Lamberto,Bellini,+39 733 8655079
ORUHTD99Z09PLJ7U,Domingo,D'angelo,+39 63 22680589
HPGJJH95T43ETA8Y,Marcella,Sanna,+39 692 1848262
XXFKWF05I18OWF4F,Secondo,Giordano,+39 447 54 82 3524
AQBHYX40G46RFZ7U,Monia,Monti,+39 156 19 81 7395
FZWKXP72Q65MXF9I,Piererminio,De luca,+39 996 01 34 4690
OCHQRP69Z84ZDB4S,Giordano,Sorrentino,+39 3757 7360290
DHJSQU85N64BIM9K,Ciro,Moretti,+39 8879 3824887
UGTXQZ02H64VEV2U,Ninfa,Villa,+39 527 47 71 4310
HSYSPL06B25TWA4K,Nestore,Gentile,+39 26 4323288
DPZPUV80B86UEL8D,Giancarlo,Longo,+39 996 54602014
GIBXDY75Q83SMX7B,Zaccaria,Marchetti,+39 89 2068788
NCVZIL26E97TXJ7C,Umberto,Sorrentino,+39 038 9658392
XBEYNJ10G66QDZ0U,Marieva,Coppola,+39 75 45657097
FEWDFN27U03PDO3F,Mariagiulia,Mariani,+39 75 90609498
LODKFC64A60TTR7B,Prisca,Negri,+39 3204 43931899
KNJXJB89M52PQK8G,Anselmo,Battaglia,+39 3955 84285113
RATRRF65R18TEU7R,Fatima,Basile,+39 65 99131335
KZUVEN84Q72OVP6K,Assia,Esposito,+39 037 32495279
BMXDQF24N95VAC5J,Bortolo,Sorrentino,+39 5080 5757765
DQQPGE15E80DAI7H,Guendalina,Mariani,+39 6987 7487919
BUMVCJ81B29ZSU8W,Vitalba,Rizzo,+39 6580 50560201
LHLRWU93Z35BPB4I,Gianriccardo,Bianco,+39 958 4222075
ZPNEOD55P04JCJ0R,Rita,Conti,+39 9791 32321884
XEYRWO78C80ERM4U,Muzio,Pellegrino,+39 60 0465616
VKKCNX18M89BYO7O,Umberto,Martino,+39 446 8212664
GDSXJQ73K57RTR3S,Tommaso,Lombardo,+39 89 26173186
YYZKET58A38VCC0M,Arturo,D'angelo,+39 9099 59665487
MZATHX24A69ZWE9A,Costanzo,Rinaldi,+39 4589 8327819
WBCKJN92P13KRR8U,Giovanna,Mancini,+39 47 56927493
ZPZHVV25I52NOV4F,Sarita,Neri,+39 717 91 89 0846
HWAAZH25O03DZA9Y,Tristano,Ruggiero,+39 23 37389414
ZEXRGN40X38UXF6L,Maika,Monti,+39 3077 2586181
UDIFIO18H00YMG7R,Demis,Bellini,+39 883 9297143
SFAMJM34M28NHX6X,Marvin,Bernardi,+39 2358 17983354
HPFAVZ61T04EXG1F,Bortolo,Ferretti,+39 06 9049096
WSKFLL14S88AOT8P,Grazia,Negri,+39 038 7219013
EQNWZS41P72UAA4X,Edilio,Sorrentino,+39 27 6728169
XJWCIW71Q01VGC3Y,Matilde,Marini,+39 8349 5473471
FNGNHG66M61ZWM5Y,Ettore,Rizzi,+39 7255 2781779
NIUHQA42T16GYJ1H,Naomi,Caputo,+39 9507 7921535
PXIQBL29H16EUB3M,Oretta,Rizzo,+39 9576 77493707
JLUVZC92T42FFO9V,Eusebio,Amato,+39 869 86 00 7608
MGKDYU51B79BFT6P,Antonino,Monti,+39 931 59207055
OJQQFY24X78HFN5D,Ippolito,Bruno,+39 1040 21279565
VYZHRP64W63NJV8P,Bibiana,Bruno,+39 53 2993638
RIQEYM58D56TXF8U,Albino,Gallo,+39 109 56996936
WQFSAE22K61PDY1U,Davis,Fiore,+39 28 84620509
RWPTWA24J20FGG9A,Ariel,Guerra,+39 8891 95530705
LFOQJJ45C08HVE2M,Jole,Marini,+39 932 95 89 0314
WZNMNL74U68YPX9R,Piererminio,Ricci,+39 82 83000490
CWKVMY59Z69BDN6I,Oretta,Rinaldi,+39 882 50 23 9537
BINQRY70E86GPI5V,Timoteo,Valentini,+39 3775 33595881
ZVNNAS09V83LVT6N,Isabel,Greco,+39 91 3588507
QFZRGG85K77AEN2L,Joey,Lombardi,+39 324 80593982
PJCVMC44Q92FLJ0B,Nico,Grasso,+39 027 7719743
UOHGNE61T96IES7M,Jelena,Longo,+39 4524 78869124
VJMLPR71Z68ZWT9D,Iacopo,Rizzo,+39 63 8006014
FXTDZG16K25QDV2P,Giorgio,Rossetti,+39 160 7426166
